20, RL, Pave, NA, IR1, Lvl, AllPub, Corner, Gtl, NAmes, Norm, Norm, 1Fam, 1Story, 6, 5, Hip, CompShg, BrkFace, Plywood, Stone, TA, TA, CBlock, TA, Gd, Gd, BLQ, Unf, GasA, Fa, Y, SBrkr, TA, Typ, Gd, Attchd, Fin, TA, TA, P, NA, NA, NA, WD , Normal, 215000
85, RL, Pave, NA, Reg, Lvl, AllPub, Corner, Gtl, Sawyer, Feedr, Norm, 1Fam, SFoyer, 5, 7, Gable, CompShg, HdBoard, HdBoard, BrkFace, TA, TA, PConc, Gd, TA, Av, GLQ, Rec, GasA, Ex, Y, SBrkr, TA, Typ, NA, Detchd, Unf, TA, TA, Y, NA, MnPrv, NA, WD , Normal, 130000
20, RL, Pave, NA, IR1, Lvl, AllPub, Inside, Gtl, Sawyer, Norm, Norm, 1Fam, 1Story, 5, 5, Hip, CompShg, HdBoard, Plywood, None, TA, TA, CBlock, TA, TA, No, ALQ, Unf, GasA, TA, Y, SBrkr, TA, Typ, Fa, Attchd, Unf, TA, TA, Y, NA, MnPrv, NA, WD , Normal, 142500
150, RL, Pave, NA, Reg, HLS, AllPub, Inside, Gtl, ClearCr, Norm, Norm, Twnhs, 1.5Fin, 7, 5, Gable, CompShg, VinylSd, VinylSd, None, Gd, TA, PConc, Gd, TA, Mn, GLQ, Unf, GasA, TA, Y, SBrkr, Gd, Typ, NA, Basment, Fin, Gd, TA, Y, NA, NA, NA, WD , Normal, 148400
120, RL, Pave, NA, IR1, Low, AllPub, Inside, Mod, ClearCr, Norm, Norm, 1Fam, 1Story, 7, 5, Gable, CompShg, Wd Sdng, Wd Sdng, None, TA, TA, PConc, Gd, TA, Gd, GLQ, Unf, GasA, Gd, Y, SBrkr, Gd, Typ, TA, Attchd, RFn, TA, TA, Y, NA, NA, NA, WD , Abnorml, 190000
20, RL, Pave, NA, Reg, Lvl, AllPub, Corner, Gtl, Edwards, Norm, Norm, 1Fam, 1Story, 4, 5, Gable, CompShg, MetalSd, MetalSd, None, TA, Gd, CBlock, TA, TA, No, Rec, Unf, GasA, Ex, Y, SBrkr, TA, Typ, Gd, Attchd, RFn, TA, TA, Y, NA, NA, NA, WD , Normal, 146000
50, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, Edwards, Norm, Norm, 1Fam, 1.5Fin, 5, 5, Gable, CompShg, BrkFace, Wd Sdng, None, TA, TA, BrkTil, TA, TA, No, LwQ, Unf, GasA, Ex, N, FuseA, TA, Mod, TA, BuiltIn, Unf, TA, TA, Y, NA, NA, NA, WD , Family, 128000
20, RL, Pave, NA, Reg, Bnk, AllPub, Inside, Mod, Edwards, Norm, Norm, 1Fam, 2Story, 5, 8, Gable, CompShg, MetalSd, MetalSd, None, TA, Gd, CBlock, TA, Gd, No, GLQ, Unf, GasA, Ex, Y, SBrkr, Ex, Typ, NA, Attchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 225000
80, RL, Pave, NA, IR1, Lvl, AllPub, CulDSac, Gtl, Edwards, Norm, Norm, 1Fam, SLvl, 6, 7, Flat, Tar&Grv, Plywood, Plywood, None, Gd, Gd, CBlock, Gd, TA, Av, Unf, Unf, GasA, TA, Y, SBrkr, Gd, Typ, Gd, Attchd, Unf, Gd, Gd, Y, Gd, GdPrv, NA, WD , Alloca, 274970
70, RL, Pave, NA, Reg, Lvl, AllPub, Corner, Gtl, Edwards, Norm, Norm, 1Fam, 2Story, 6, 7, Gable, CompShg, WdShing, Plywood, None, TA, TA, PConc, TA, TA, No, Unf, Unf, GasA, Ex, Y, SBrkr, TA, Typ, Gd, 2Types, Unf, TA, TA, P, NA, NA, NA, WD , Normal, 235000
75, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, Edwards, Norm, Norm, 1Fam, 2.5Unf, 6, 8, Gable, CompShg, BrkFace, Wd Sdng, None, TA, TA, BrkTil, TA, TA, No, Rec, Unf, GasA, Gd, Y, SBrkr, Gd, Typ, Gd, Detchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 415000
80, RL, Pave, NA, IR1, Lvl, AllPub, Inside, Gtl, Edwards, Norm, Norm, 1Fam, SLvl, 5, 5, Gable, CompShg, Plywood, Plywood, Stone, TA, TA, CBlock, TA, TA, Gd, ALQ, Rec, GasA, Ex, Y, SBrkr, TA, Min2, Fa, Attchd, Fin, TA, TA, Y, NA, MnPrv, NA, WD , Normal, 182000
20, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, Edwards, Norm, Norm, 1Fam, 1Story, 5, 6, Gable, CompShg, Wd Sdng, Wd Sdng, BrkFace, TA, TA, Slab, NA, NA, NA, NA, NA, GasA, Gd, Y, SBrkr, TA, Typ, Ex, Attchd, RFn, TA, TA, Y, NA, NA, NA, WD , Normal, 135000
20, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, Edwards, Norm, Norm, 1Fam, 1Story, 5, 8, Hip, CompShg, MetalSd, MetalSd, Stone, TA, TA, CBlock, TA, TA, Mn, Unf, Unf, GasA, Gd, Y, SBrkr, Gd, Typ, NA, Attchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 137000
50, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, Edwards, Norm, Norm, 1Fam, 1.5Fin, 6, 4, Gable, CompShg, Wd Sdng, Wd Sdng, None, TA, TA, CBlock, TA, Fa, No, Rec, Unf, GasA, Gd, Y, SBrkr, TA, Typ, NA, Attchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 136900
50, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, Edwards, Norm, Norm, 1Fam, 1.5Fin, 6, 5, Gable, CompShg, MetalSd, MetalSd, None, TA, TA, CBlock, TA, TA, No, LwQ, Unf, GasA, TA, Y, SBrkr, TA, Typ, NA, Attchd, Unf, Fa, TA, Y, NA, NA, NA, WD , Normal, 149900
20, RL, Pave, NA, IR1, Lvl, AllPub, Inside, Gtl, Edwards, Norm, Norm, 1Fam, 1Story, 5, 7, Gable, CompShg, Wd Sdng, Wd Sdng, None, TA, TA, PConc, Ex, Gd, Mn, LwQ, ALQ, GasA, Fa, Y, FuseA, TA, Typ, NA, Detchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 123500
20, RL, Pave, NA, Reg, Lvl, AllPub, Corner, Gtl, Edwards, Norm, Norm, 1Fam, 1Story, 5, 5, Gable, CompShg, Wd Sdng, Wd Sdng, None, TA, TA, Slab, NA, NA, NA, NA, NA, GasA, Gd, Y, SBrkr, TA, Min2, Gd, NA, NA, NA, NA, N, NA, NA, NA, WD , Normal, 93000
50, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, Edwards, Artery, Norm, 1Fam, 1.5Fin, 5, 3, Gable, CompShg, MetalSd, MetalSd, None, TA, TA, CBlock, Fa, Fa, Mn, Unf, Unf, GasA, Fa, Y, FuseA, TA, Typ, TA, Detchd, Unf, TA, TA, P, NA, NA, NA, WD , Normal, 91500
20, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, SawyerW, Norm, Norm, 1Fam, 1Story, 6, 5, Gable, CompShg, Wd Sdng, Wd Shng, BrkFace, Gd, TA, CBlock, Gd, TA, No, GLQ, Unf, GasA, TA, Y, SBrkr, Gd, Typ, TA, Attchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 180000
60, RL, Pave, NA, IR1, Bnk, AllPub, Inside, Gtl, SawyerW, Norm, Norm, 1Fam, 2Story, 6, 4, Gable, CompShg, HdBoard, HdBoard, BrkFace, Gd, TA, CBlock, Gd, TA, No, ALQ, Unf, GasA, Ex, Y, SBrkr, Ex, Typ, TA, Attchd, RFn, TA, TA, Y, NA, MnPrv, NA, WD , Abnorml, 209000
60, RL, Pave, NA, IR1, Lvl, AllPub, Inside, Gtl, SawyerW, Norm, Norm, 1Fam, 2Story, 8, 5, Gable, CompShg, VinylSd, VinylSd, BrkFace, Gd, TA, PConc, Gd, TA, No, GLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, TA, Attchd, RFn, TA, TA, Y, NA, NA, NA, WD , Normal, 215000
90, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, SawyerW, Norm, Norm, Duplex, SFoyer, 6, 8, Gable, CompShg, HdBoard, HdBoard, None, Gd, Gd, PConc, Gd, TA, Av, LwQ, GLQ, GasA, Gd, Y, SBrkr, Gd, Typ, NA, Attchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 224500
60, RL, Pave, NA, IR2, Lvl, AllPub, Inside, Gtl, CollgCr, Norm, Norm, 1Fam, 2Story, 7, 5, Gable, CompShg, VinylSd, VinylSd, None, Gd, TA, PConc, Gd, TA, No, Unf, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, NA, BuiltIn, RFn, TA, TA, Y, NA, NA, NA, New, Partial, 229800
20, RL, Pave, NA, IR1, Lvl, AllPub, Inside, Gtl, CollgCr, Norm, Norm, 1Fam, 1Story, 7, 5, Gable, CompShg, VinylSd, VinylSd, None, Gd, TA, PConc, Gd, TA, Av, GLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, NA, Attchd, RFn, TA, TA, Y, NA, NA, NA, WD , Abnorml, 183600
20, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, CollgCr, Norm, Norm, 1Fam, 1Story, 7, 5, Gable, CompShg, VinylSd, VinylSd, Stone, Gd, TA, PConc, Gd, TA, Av, GLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, NA, Attchd, RFn, TA, TA, Y, NA, NA, NA, New, Partial, 194000
20, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, CollgCr, Norm, Norm, 1Fam, 1Story, 7, 5, Gable, CompShg, VinylSd, VinylSd, None, Gd, TA, PConc, Gd, Gd, Av, Unf, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, Gd, Attchd, RFn, TA, TA, Y, NA, NA, NA, New, Partial, 193879
20, RL, Pave, NA, IR1, Lvl, AllPub, Inside, Gtl, CollgCr, Norm, Norm, 1Fam, 1Story, 7, 5, Gable, CompShg, VinylSd, VinylSd, BrkFace, Gd, TA, PConc, Gd, TA, Av, GLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, NA, Attchd, RFn, TA, TA, Y, NA, NA, NA, New, Partial, 221500
20, RL, Pave, NA, IR1, Lvl, AllPub, Inside, Gtl, CollgCr, Norm, Norm, 1Fam, 1Story, 7, 5, Gable, CompShg, VinylSd, VinylSd, None, Gd, TA, PConc, Gd, TA, Mn, Unf, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, NA, Attchd, RFn, TA, TA, Y, NA, NA, NA, New, Partial, 204900
60, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, CollgCr, Norm, Norm, 1Fam, 2Story, 7, 5, Gable, CompShg, VinylSd, VinylSd, None, Gd, TA, PConc, Gd, Gd, Mn, GLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, NA, Attchd, RFn, TA, TA, Y, NA, NA, NA, New, Partial, 239799
20, RL, Pave, NA, Reg, Lvl, AllPub, Corner, Gtl, CollgCr, Norm, Norm, 1Fam, 1Story, 6, 5, Hip, CompShg, VinylSd, VinylSd, None, Gd, TA, PConc, Gd, TA, No, GLQ, Unf, GasA, Gd, Y, SBrkr, Gd, Typ, Gd, Attchd, RFn, TA, TA, Y, NA, NA, NA, New, Partial, 233555
20, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, CollgCr, Norm, Norm, 1Fam, 1Story, 7, 5, Gable, CompShg, VinylSd, VinylSd, None, Gd, TA, PConc, Gd, TA, Av, GLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, NA, Attchd, Fin, TA, TA, Y, NA, NA, NA, WD , Normal, 260000
20, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, CollgCr, Norm, Norm, 1Fam, 1Story, 8, 5, Hip, CompShg, VinylSd, VinylSd, BrkFace, Gd, TA, PConc, Ex, TA, Gd, GLQ, Unf, GasA, Ex, Y, SBrkr, Ex, Typ, NA, Attchd, Fin, TA, TA, Y, NA, NA, NA, New, Partial, 294900
60, RL, Pave, NA, IR1, Lvl, AllPub, Corner, Gtl, CollgCr, Norm, Norm, 1Fam, 2Story, 7, 5, Gable, CompShg, VinylSd, VinylSd, None, Gd, TA, PConc, Gd, TA, Gd, Unf, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, NA, Attchd, RFn, TA, TA, Y, NA, NA, NA, New, Partial, 209700
20, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, CollgCr, Norm, Norm, 1Fam, 1Story, 7, 5, Gable, CompShg, VinylSd, VinylSd, BrkFace, Gd, TA, PConc, Gd, TA, Gd, GLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, Gd, Attchd, Fin, TA, TA, Y, NA, NA, NA, WD , Normal, 225000
60, RL, Pave, NA, IR1, Lvl, AllPub, Inside, Gtl, CollgCr, Norm, Norm, 1Fam, 2Story, 7, 5, Gable, CompShg, VinylSd, VinylSd, BrkFace, Gd, TA, PConc, Gd, TA, Av, Unf, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, NA, Attchd, RFn, TA, TA, Y, NA, NA, NA, WD , Normal, 181000
60, RL, Pave, NA, IR1, Lvl, AllPub, Inside, Gtl, SawyerW, Norm, Norm, 1Fam, 2Story, 8, 5, Gable, CompShg, HdBoard, HdBoard, None, Gd, TA, PConc, Gd, TA, Mn, GLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, TA, Attchd, Fin, TA, TA, Y, NA, NA, NA, WD , Abnorml, 220000
20, RL, Pave, NA, IR1, Low, AllPub, Inside, Mod, ClearCr, Norm, Norm, 1Fam, 1Story, 5, 5, Gable, CompShg, Wd Sdng, Wd Sdng, BrkCmn, TA, Gd, CBlock, TA, TA, Av, Rec, Unf, GasA, Fa, Y, SBrkr, TA, Typ, NA, Attchd, Unf, TA, TA, N, NA, NA, NA, WD , Normal, 190000
80, RL, Pave, NA, IR1, Low, AllPub, CulDSac, Sev, ClearCr, Norm, Norm, 1Fam, SLvl, 6, 5, Flat, Metal, Plywood, Plywood, None, TA, TA, CBlock, TA, TA, Gd, ALQ, Unf, GasA, Ex, Y, SBrkr, TA, Typ, TA, Attchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 180000
20, RL, Pave, NA, IR1, Low, AllPub, Inside, Mod, ClearCr, Norm, Norm, 1Fam, 1Story, 7, 5, Gable, WdShngl, Plywood, Plywood, None, TA, TA, CBlock, Gd, TA, Gd, ALQ, Unf, GasA, TA, Y, SBrkr, Gd, Typ, TA, Attchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 280000
20, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, ClearCr, Norm, Norm, 1Fam, 1Story, 6, 5, Gable, CompShg, Plywood, Plywood, None, TA, Fa, CBlock, Gd, Fa, No, LwQ, Unf, GasA, Gd, Y, SBrkr, TA, Typ, Po, Attchd, RFn, TA, TA, Y, NA, NA, NA, COD, Abnorml, 158900
85, RL, Pave, NA, IR1, Lvl, AllPub, CulDSac, Gtl, CollgCr, Norm, Norm, 1Fam, SFoyer, 5, 5, Gable, CompShg, VinylSd, VinylSd, None, Gd, TA, PConc, Gd, TA, Av, GLQ, Unf, GasA, Ex, Y, SBrkr, TA, Typ, NA, Detchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 148000
20, RL, Pave, NA, Reg, Lvl, AllPub, Corner, Gtl, CollgCr, Norm, Norm, 1Fam, 1Story, 5, 6, Gable, CompShg, VinylSd, VinylSd, None, TA, Gd, PConc, Gd, TA, No, Unf, Unf, GasA, Ex, Y, SBrkr, TA, Typ, NA, Attchd, RFn, TA, TA, Y, NA, NA, NA, WD , Normal, 145000
60, RL, Pave, NA, IR1, Lvl, AllPub, Inside, Gtl, CollgCr, PosN, Norm, 1Fam, 2Story, 6, 5, Gable, CompShg, VinylSd, VinylSd, BrkFace, Gd, TA, PConc, Gd, TA, No, Unf, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, TA, Attchd, RFn, TA, TA, Y, NA, NA, NA, WD , Normal, 187000
20, RL, Pave, NA, IR1, Lvl, AllPub, CulDSac, Gtl, CollgCr, Norm, Norm, 1Fam, 1Story, 7, 5, Gable, CompShg, VinylSd, VinylSd, None, TA, TA, PConc, Gd, TA, Mn, GLQ, Unf, GasA, Ex, Y, SBrkr, TA, Typ, NA, Attchd, RFn, TA, TA, Y, NA, NA, NA, WD , Normal, 193000
20, RL, Pave, NA, IR2, Lvl, AllPub, CulDSac, Gtl, CollgCr, Norm, Norm, 1Fam, 1Story, 5, 5, Gable, CompShg, VinylSd, VinylSd, None, TA, TA, PConc, Gd, TA, No, ALQ, Unf, GasA, Ex, Y, SBrkr, TA, Typ, NA, Attchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 156000
20, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, CollgCr, Norm, Norm, 1Fam, 1Story, 7, 5, Gable, CompShg, VinylSd, VinylSd, BrkFace, Gd, TA, PConc, Gd, TA, Av, GLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, NA, Attchd, RFn, TA, TA, Y, NA, NA, NA, WD , Normal, 235000
20, RL, Pave, NA, IR1, Lvl, AllPub, Inside, Gtl, CollgCr, Norm, Norm, 1Fam, 1Story, 6, 5, Gable, CompShg, VinylSd, VinylSd, None, TA, Gd, PConc, Gd, TA, Gd, GLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, NA, Attchd, RFn, TA, TA, Y, NA, NA, NA, WD , Normal, 217000
20, RL, Pave, NA, IR1, Lvl, AllPub, Inside, Gtl, CollgCr, Norm, Norm, 1Fam, 1Story, 7, 5, Gable, CompShg, VinylSd, VinylSd, BrkFace, Gd, TA, PConc, Gd, TA, Av, ALQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, NA, Attchd, RFn, TA, TA, Y, NA, NA, NA, WD , Normal, 214000
60, RL, Pave, NA, IR1, Lvl, AllPub, Inside, Gtl, CollgCr, Norm, Norm, 1Fam, 2Story, 7, 5, Gable, CompShg, VinylSd, VinylSd, None, Gd, TA, PConc, Gd, TA, No, GLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, NA, Attchd, RFn, TA, TA, Y, NA, NA, NA, WD , Normal, 196000
60, RL, Pave, NA, IR1, Lvl, AllPub, Corner, Gtl, CollgCr, Norm, Norm, 1Fam, 2Story, 7, 5, Gable, CompShg, VinylSd, VinylSd, None, Gd, TA, PConc, Gd, TA, Mn, GLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, TA, Attchd, Fin, TA, TA, Y, NA, NA, NA, WD , Normal, 217000
60, RL, Pave, NA, IR1, Lvl, AllPub, Corner, Gtl, CollgCr, Norm, Norm, 1Fam, 2Story, 7, 5, Gable, CompShg, VinylSd, VinylSd, None, Gd, TA, PConc, Gd, TA, No, GLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, NA, BuiltIn, RFn, TA, TA, Y, NA, NA, NA, WD , Normal, 200000
20, RL, Pave, NA, IR1, Lvl, AllPub, Corner, Gtl, CollgCr, Norm, Norm, 1Fam, 1Story, 7, 5, Gable, CompShg, VinylSd, VinylSd, BrkFace, Gd, TA, PConc, Gd, TA, No, Unf, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, TA, Attchd, RFn, TA, TA, Y, NA, NA, NA, WD , Normal, 205000
80, RL, Pave, NA, IR1, Lvl, AllPub, Inside, Gtl, CollgCr, Norm, Norm, 1Fam, SLvl, 5, 5, Gable, CompShg, MetalSd, MetalSd, None, TA, TA, CBlock, TA, TA, Av, ALQ, Unf, GasA, Gd, Y, SBrkr, TA, Typ, NA, Detchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 132500
60, RL, Pave, NA, IR1, Lvl, AllPub, Inside, Gtl, CollgCr, Norm, Norm, 1Fam, 2Story, 6, 6, Gable, CompShg, HdBoard, Plywood, BrkFace, TA, TA, CBlock, Gd, TA, Av, GLQ, Unf, GasA, TA, Y, SBrkr, TA, Typ, NA, Attchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 157500
80, RL, Pave, NA, IR1, Lvl, AllPub, CulDSac, Gtl, CollgCr, Norm, Norm, 1Fam, SLvl, 6, 6, Gable, CompShg, HdBoard, HdBoard, BrkFace, TA, TA, CBlock, TA, Gd, Av, ALQ, LwQ, GasA, TA, Y, SBrkr, TA, Typ, NA, Detchd, Unf, Fa, TA, Y, NA, NA, NA, WD , Normal, 174000
20, RL, Pave, NA, IR1, Lvl, AllPub, Inside, Gtl, CollgCr, Norm, Norm, 1Fam, 1Story, 5, 6, Gable, CompShg, HdBoard, Plywood, None, TA, TA, CBlock, Gd, TA, Gd, ALQ, Unf, GasA, TA, Y, SBrkr, TA, Typ, Po, Attchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 128500
20, RL, Pave, NA, IR1, Lvl, AllPub, Corner, Gtl, CollgCr, Norm, Norm, 1Fam, 1Story, 5, 7, Hip, CompShg, MetalSd, MetalSd, None, TA, Gd, CBlock, TA, TA, Mn, Rec, Unf, GasA, Ex, Y, SBrkr, TA, Typ, NA, Attchd, RFn, TA, TA, Y, NA, NA, NA, WD , Normal, 128500
20, RL, Pave, NA, Reg, Lvl, AllPub, Corner, Gtl, CollgCr, Norm, Norm, 1Fam, 1Story, 5, 7, Gable, CompShg, VinylSd, VinylSd, None, TA, TA, PConc, TA, TA, No, ALQ, Unf, GasA, TA, Y, SBrkr, TA, Typ, NA, Attchd, Unf, TA, TA, Y, NA, GdWo, NA, WD , Abnorml, 149900
20, RL, Pave, NA, Reg, Low, AllPub, Inside, Gtl, CollgCr, Norm, Norm, 1Fam, 1Story, 5, 8, Gable, CompShg, VinylSd, VinylSd, None, TA, TA, CBlock, TA, TA, No, BLQ, Unf, GasA, Ex, Y, SBrkr, TA, Typ, NA, Detchd, Unf, TA, TA, Y, NA, MnPrv, NA, WD , Normal, 119900
160, RH, Pave, NA, IR1, Lvl, AllPub, Inside, Gtl, Landmrk, Norm, Norm, Twnhs, 2Story, 6, 5, Gable, CompShg, VinylSd, VinylSd, None, TA, TA, PConc, Gd, TA, No, GLQ, Unf, GasA, Ex, Y, SBrkr, TA, Typ, NA, Detchd, Unf, TA, TA, Y, NA, MnPrv, NA, WD , Normal, 137000
60, RL, Pave, NA, Reg, Lvl, AllPub, Corner, Gtl, CollgCr, Norm, Norm, 1Fam, 2Story, 8, 5, Gable, CompShg, VinylSd, VinylSd, BrkFace, Gd, TA, PConc, Gd, TA, Mn, GLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, Gd, Attchd, Fin, TA, TA, Y, NA, NA, NA, WD , Normal, 255000
60, RL, Pave, NA, IR1, Lvl, AllPub, Inside, Gtl, CollgCr, Norm, Norm, 1Fam, 2Story, 7, 5, Gable, CompShg, VinylSd, VinylSd, BrkFace, Gd, TA, PConc, Gd, TA, No, GLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, NA, Attchd, Fin, TA, TA, Y, NA, NA, NA, WD , Normal, 222000
60, RL, Pave, NA, IR2, Lvl, AllPub, CulDSac, Gtl, CollgCr, Norm, Norm, 1Fam, 2Story, 6, 5, Gable, CompShg, VinylSd, VinylSd, BrkFace, TA, TA, PConc, Gd, TA, Mn, GLQ, Unf, GasA, Ex, Y, SBrkr, TA, Typ, TA, Attchd, RFn, TA, TA, Y, NA, NA, NA, WD , Normal, 214000
20, RL, Pave, NA, Reg, Lvl, AllPub, Corner, Gtl, CollgCr, Norm, Norm, 1Fam, 1Story, 8, 5, Hip, CompShg, Stucco, Stucco, None, Gd, TA, PConc, Gd, TA, No, GLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, TA, Attchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 220000
20, RL, Pave, NA, IR2, Lvl, AllPub, CulDSac, Gtl, CollgCr, Norm, Norm, 1Fam, 1Story, 8, 5, Hip, CompShg, VinylSd, VinylSd, BrkFace, Gd, TA, PConc, Gd, TA, Gd, Unf, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, TA, Attchd, RFn, TA, TA, Y, NA, NA, NA, WD , Normal, 275000
60, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, CollgCr, Norm, Norm, 1Fam, 2Story, 7, 5, Gable, CompShg, VinylSd, VinylSd, None, Gd, TA, PConc, Gd, TA, No, Unf, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, NA, BuiltIn, RFn, TA, TA, Y, NA, NA, NA, WD , Normal, 197000
20, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, CollgCr, Norm, Norm, 1Fam, 1Story, 7, 5, Gable, CompShg, VinylSd, VinylSd, Stone, Gd, TA, PConc, Gd, TA, No, GLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, NA, Attchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 230000
60, RL, Pave, NA, IR1, Lvl, AllPub, Inside, Gtl, CollgCr, Norm, Norm, 1Fam, 2Story, 8, 5, Gable, CompShg, VinylSd, VinylSd, BrkFace, Gd, TA, PConc, Gd, TA, Av, GLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, TA, Attchd, Fin, TA, TA, Y, NA, NA, NA, WD , Normal, 268500
60, RL, Pave, NA, IR2, Lvl, AllPub, FR2, Gtl, CollgCr, Feedr, Norm, 1Fam, 2Story, 7, 5, Gable, CompShg, VinylSd, VinylSd, None, Gd, TA, PConc, Gd, TA, No, Unf, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, TA, Attchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 210900
60, RL, Pave, NA, IR1, Lvl, AllPub, Corner, Gtl, CollgCr, Norm, Norm, 1Fam, 2Story, 7, 5, Gable, CompShg, VinylSd, VinylSd, BrkFace, TA, TA, PConc, Gd, TA, Mn, ALQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, TA, Attchd, RFn, TA, TA, Y, NA, NA, NA, WD , Normal, 227000
60, RL, Pave, NA, Reg, Lvl, AllPub, Corner, Gtl, CollgCr, Norm, Norm, 1Fam, 2Story, 7, 5, Gable, CompShg, VinylSd, VinylSd, None, Gd, Gd, PConc, Gd, Gd, Av, GLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, TA, Attchd, RFn, TA, TA, Y, NA, NA, NA, WD , Normal, 237000
60, RL, Pave, NA, Reg, Lvl, AllPub, Corner, Gtl, CollgCr, Norm, Norm, 1Fam, 2Story, 7, 6, Gable, CompShg, VinylSd, VinylSd, None, TA, TA, PConc, Gd, TA, Av, GLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, TA, Detchd, RFn, TA, TA, Y, NA, NA, NA, WD , Normal, 274300
20, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, CollgCr, Norm, Norm, 1Fam, 1Story, 7, 5, Hip, CompShg, VinylSd, VinylSd, None, Gd, TA, PConc, Gd, TA, No, GLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, Gd, Attchd, Fin, TA, TA, Y, NA, NA, NA, WD , Normal, 216837
120, RM, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, CollgCr, Norm, Norm, TwnhsE, 1Story, 6, 5, Gable, CompShg, VinylSd, VinylSd, BrkFace, Gd, TA, PConc, Gd, TA, Av, GLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, NA, Attchd, Fin, TA, TA, Y, NA, NA, NA, WD , Normal, 133000
